cid	path_id	observed	p_value	fdr
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-445989_P05067	-6.33854	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-937039_O14920	-7.15741	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168164_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-8.88005	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-9.30105	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-9.50674	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-9.73246	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-9.29917	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-8.50699	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-8.71267	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-8.93839	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-8.50511	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-7.84344	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-8.04913	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-8.27485	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-7.84156	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-5684264_O14920	-8.18382	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450321_P45983	-8.76381	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450321_P53779	-8.98953	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450302_P49137	-6.81582	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-5684264_O14920	-8.16812	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P45983	-8.74811	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P53779	-8.97383	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450302_P49137	-6.80012	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-5684264_O14920	-8.08243	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P45983	-8.66241	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450321_P53779	-8.88813	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450302_P49137	-6.71442	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-5684264_O14920	-7.87780	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450321_P45983	-8.45778	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-8.68350	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450302_P49137	-6.50979	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-5684264_O14920	-8.30143	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450321_P45983	-8.88142	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450321_P53779	-9.10714	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450302_P49137	-6.93343	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168142_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-11.42705	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168176_R-HSA-975871_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-10.63299	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-9.96944	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-9.60565	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-9.81133	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-10.03705	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-9.60377	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-9.58995	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-9.79563	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-10.02135	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-9.58807	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-9.50425	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-9.70993	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-9.93565	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-9.50237	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-9.29962	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-9.50530	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-9.73102	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-9.29774	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P28482	-9.72326	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P45983	-9.92894	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-450341_P53779	-10.15466	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-199920_P49137	-9.72138	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-166016_R-HSA-166166_R-HSA-937061_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-11.73165	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168138_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-11.71595	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-168181_R-HSA-975155_R-HSA-975138_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-11.63025	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168179_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-11.42562	0.00000	0.00000
CID_2170	R-HSA-168256_R-HSA-168249_R-HSA-168898_R-HSA-181438_R-HSA-168188_R-HSA-166058_R-HSA-450294_R-HSA-450282_R-HSA-198753_R-HSA-202670_P28482	-11.84926	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-163685_R-HSA-422356_R-HSA-400042_P08913	-5.11477	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-163685_R-HSA-422356_R-HSA-400042_Q13936	-5.04983	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-163685_R-HSA-422356_R-HSA-399997_P20309	-6.02526	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-163685_R-HSA-422356_R-HSA-381676_P43220	-5.67810	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-196854_R-HSA-8978934_R-HSA-1474151_P00374	-7.40350	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-196854_R-HSA-196849_R-HSA-196757_P00374	-6.47663	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-196854_R-HSA-196849_R-HSA-196741_P07477	-7.92151	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-196854_R-HSA-196849_R-HSA-196741_P33527	-7.87570	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-196854_R-HSA-196849_R-HSA-196780_Q13085	-6.84982	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-71387_R-HSA-70326_R-HSA-70263_P09467	-4.92361	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-428157_R-HSA-1660662_P04062	-7.42673	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-428157_R-HSA-1660662_P08842	-7.63699	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8979227_R-HSA-163560_P15090	-7.10735	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8979227_R-HSA-163560_Q99685	-7.28174	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-200425_P19793	-6.27326	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-200425_Q03181	-6.93669	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-200425_Q13085	-7.04584	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-2142700_P09917	-7.82665	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-9018678_R-HSA-2142700_P20292	-10.35981	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8957322_R-HSA-196791_P11473	-7.81031	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8847993_P00533	-5.51801	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8847993_P04626	-5.09342	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8857538_P00533	-6.76418	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8857538_Q16665	-7.28681	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8849473_P04150	-5.22758	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8849473_Q16665	-5.50317	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8849470_P11802	-6.44014	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006927_R-HSA-8848021_R-HSA-8849470_P24941	-6.44695	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1912422_R-HSA-1912408_Q92793	-4.34480	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1912422_R-HSA-1912420_P09958	-5.37528	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122948_O14672	-5.38826	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122948_P49768	-5.93874	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_P56524	-7.34121	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_Q13547	-5.49485	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_Q16665	-6.63278	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_Q92793	-5.48736	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980143_R-HSA-2122947_Q9BY41	-7.82917	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980145_R-HSA-2979096_O14672	-4.75390	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-1980145_R-HSA-2979096_P49768	-5.30438	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-9013694_R-HSA-9013700_O14672	-5.10920	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-9013694_R-HSA-9013700_P49768	-5.65968	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-9013694_R-HSA-9013695_P35916	-6.42603	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-9013694_R-HSA-9013695_Q92793	-4.99004	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-157118_R-HSA-9012852_R-HSA-9013508_Q92793	-4.17760	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627117_O75116	-3.31358	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5627117_Q13464	-3.72357	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5663213_P00519	-4.34453	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5668599_Q05655	-2.61289	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-194315_R-HSA-195258_R-HSA-5668599_Q13526	-3.67657	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-73887_R-HSA-75893_R-HSA-5357956_P19438	-2.64285	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-73887_R-HSA-75893_R-HSA-5626978_P19438	-2.15567	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-73887_R-HSA-193704_R-HSA-193670_Q13547	-4.70013	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006931_R-HSA-8939211_R-HSA-9018519_P08238	-7.13784	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006931_R-HSA-8939211_R-HSA-9018519_P10415	-9.17559	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006931_R-HSA-8939211_R-HSA-9018519_Q13547	-6.55636	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006931_R-HSA-8939211_R-HSA-9018519_Q92793	-6.54887	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-1236394_R-HSA-1251985_P49768	-5.39575	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-1236394_R-HSA-1250342_P27986	-4.12644	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-1236394_R-HSA-1250342_P42336	-4.79744	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-1433557_R-HSA-1433559_P06239	-5.64643	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-179812_P00533	-5.58081	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-180292_P00533	-5.38886	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-180292_P27986	-4.14842	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-180292_P42336	-4.81943	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-180336_P00533	-6.09609	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-182971_P00533	-5.51387	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-177929_R-HSA-212718_P00533	-6.42538	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-186797_R-HSA-186763_P27986	-3.22313	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-186797_R-HSA-186763_P42336	-3.89413	0.00000	0.00000
CID_21800	R-HSA-162582_R-HSA-9006934_R-HSA-186797_R-HSA-186763_P42338	-3.74447	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-1428517_R-HSA-71406_R-HSA-70268_R-HSA-204174_P19793	-7.40551	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-1428517_R-HSA-71406_R-HSA-70268_R-HSA-204174_Q03181	-8.06894	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-196854_R-HSA-196849_R-HSA-196807_R-HSA-197264_P35354	-7.84486	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P15538	-5.79601	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_P19793	-5.06198	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211976_Q96RI1	-5.69235	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-211859_R-HSA-211945_R-HSA-211897_R-HSA-211979_P24557	-4.94197	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483148_O14939	-7.43515	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483166_O14939	-7.94070	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483166_P04054	-9.24328	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483166_P14555	-8.44541	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483166_P47712	-8.29162	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482788_P04054	-8.61688	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482788_P14555	-7.81901	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482788_P47712	-7.66522	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482801_P04054	-8.57482	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482801_P14555	-7.77695	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482801_P47712	-7.62316	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482839_P04054	-8.76040	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482839_P14555	-7.96253	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482839_P47712	-7.80874	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482922_P04054	-8.46446	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482922_P14555	-7.66658	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482922_P47712	-7.51279	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482925_P04054	-9.21652	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482925_P14555	-8.41865	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482925_P47712	-8.26486	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483191_P22303	-10.38874	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482798_P47712	-8.17491	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1483115_P47712	-8.18460	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483206_R-HSA-1482883_Q99685	-8.39830	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_P27986	-9.20609	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_P42336	-9.87709	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_P42338	-9.72743	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-1483257_R-HSA-1483255_R-HSA-1660499_P48736	-11.96541	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2162123_O14684	-9.71277	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2162123_P24557	-8.00556	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2162123_P35354	-8.49815	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2142688_P09917	-8.24121	0.00000	0.00000
CID_21800	R-HSA-1430728_R-HSA-556833_R-HSA-8978868_R-HSA-2142753_R-HSA-2142688_P20292	-10.77436	0.00000	0.00000
